Wall time,Step,Value
1541175050.7645116,0,1.90013587474823
1541175068.6362784,1,1.2924050092697144
1541175086.5143921,2,1.1053375005722046
1541175106.010776,3,1.010325312614441
1541175126.6512542,4,0.9441413879394531
1541175144.5102065,5,0.8978114724159241
1541175163.6145673,6,0.8669156432151794
1541175181.31828,7,0.8406707644462585
1541175200.8746593,8,0.8201748132705688
1541175218.2561166,9,0.7940930128097534
1541175236.1090138,10,0.7835468053817749
1541175253.4865916,11,0.7670722007751465
1541175270.8849497,12,0.7553405165672302
1541175288.5316768,13,0.7499090433120728
1541175305.8501906,14,0.7341731786727905
1541175323.1373053,15,0.7299204468727112
1541175340.3390796,16,0.719925045967102
1541175357.5564966,17,0.7155537605285645
1541175374.7825341,18,0.706714391708374
1541175392.0509717,19,0.6987515687942505
1541175412.0886688,20,0.7017136216163635
1541175430.2813826,21,0.6912769079208374
1541175451.7689807,22,0.6831060647964478
1541175473.5271733,23,0.687262773513794
1541175494.645559,24,0.6795583963394165
1541175513.7209303,25,0.6797914505004883
1541175536.0383494,26,0.6731245517730713
1541175556.0966444,27,0.6704748868942261
1541175573.8348436,28,0.6650604605674744
1541175594.0978343,29,0.6648118495941162
1541175612.1643784,30,0.6627992391586304
1541175632.3179195,31,0.661008894443512
1541175651.7273164,32,0.6631546020507812
1541175669.3107631,33,0.6548467874526978
1541175689.316,34,0.6568506360054016
1541175706.8264422,35,0.6524472236633301
1541175724.5335033,36,0.6516095399856567
1541175744.4079053,37,0.6488906145095825
1541175762.0761163,38,0.6454606652259827
1541175782.748474,39,0.644806444644928
1541175806.0173018,40,0.6441770195960999
1541175823.5713072,41,0.6425412893295288
1541175841.1339135,42,0.6405868530273438
1541175859.2713726,43,0.6436324715614319
1541175876.809733,44,0.6389047503471375
1541175898.5273,45,0.6356310844421387
1541175915.9654808,46,0.6317785382270813
1541175933.7219625,47,0.6310330629348755
1541175953.541683,48,0.6319957375526428
1541175970.8776617,49,0.6342964768409729
1541175988.1889284,50,0.6283680200576782
1541176005.472421,51,0.6324281692504883
1541176024.6936834,52,0.6290205717086792
1541176042.1932914,53,0.6246984601020813
1541176059.6237538,54,0.6245476007461548
1541176077.0816753,55,0.6226658225059509
1541176094.4069042,56,0.6224478483200073
1541176112.0448425,57,0.6211585998535156
1541176129.3266442,58,0.6225301027297974
1541176146.6386309,59,0.6237180233001709
1541176163.9025984,60,0.621242105960846
1541176181.2044156,61,0.6172958612442017
1541176198.5099764,62,0.6132222414016724
1541176215.9416044,63,0.622079074382782
1541176233.724313,64,0.6106153726577759
1541176251.0584114,65,0.6149795651435852
1541176268.379154,66,0.6132562756538391
1541176286.15186,67,0.6190711259841919
1541176303.8259141,68,0.6127811074256897
1541176321.1183577,69,0.612349808216095
1541176338.4653373,70,0.6103457808494568
1541176355.7073734,71,0.6078927516937256
1541176372.9519148,72,0.6082852482795715
1541176390.3182425,73,0.611219048500061
1541176407.782875,74,0.6061499118804932
1541176425.1136281,75,0.6027083992958069
1541176442.4651809,76,0.6080117225646973
1541176459.819196,77,0.6086621284484863
1541176477.2900276,78,0.6079479455947876
1541176494.673179,79,0.6044738292694092
1541176511.9667726,80,0.602523922920227
1541176529.3304825,81,0.6000615358352661
1541176546.6692164,82,0.605651319026947
1541176563.962708,83,0.6007747650146484
1541176581.7523758,84,0.6016600728034973
1541176599.0706582,85,0.597865104675293
1541176616.3913412,86,0.6003099083900452
1541176633.7477264,87,0.601478099822998
1541176651.0727234,88,0.6007487773895264
1541176668.2997906,89,0.594599723815918
1541176685.5454276,90,0.5952621102333069
1541176702.866432,91,0.5948978662490845
1541176720.2891972,92,0.5943490862846375
1541176737.5482662,93,0.5945562124252319
1541176754.8649573,94,0.5992376804351807
1541176772.0810287,95,0.5959073901176453
1541176789.379938,96,0.59076327085495
1541176806.8075771,97,0.5961078405380249
1541176824.1473863,98,0.5887292623519897
1541176841.484111,99,0.6023910641670227
1541176858.8588321,100,0.5523263216018677
1541176876.1630783,101,0.5325615406036377
1541176893.5483418,102,0.5333064794540405
1541176910.893014,103,0.519597589969635
1541176928.1626773,104,0.5155743360519409
1541176945.9485734,105,0.5154979825019836
1541176963.273502,106,0.5059595108032227
1541176980.7717671,107,0.5016292929649353
1541176998.0590136,108,0.4954279661178589
1541177015.511807,109,0.501671314239502
1541177032.9027264,110,0.49589237570762634
1541177050.3402197,111,0.4879513084888458
1541177067.6783779,112,0.49238264560699463
1541177085.144386,113,0.49167126417160034
1541177102.5170221,114,0.4839535057544708
1541177120.497427,115,0.48814699053764343
1541177138.015571,116,0.48209255933761597
1541177155.3755596,117,0.4850521683692932
1541177172.686776,118,0.47832655906677246
1541177190.2249334,119,0.4802168309688568
1541177207.6380637,120,0.479740172624588
1541177224.9177024,121,0.48186907172203064
1541177242.201262,122,0.48141971230506897
1541177259.5289285,123,0.4786168932914734
1541177276.828678,124,0.471500039100647
1541177294.1456192,125,0.47736260294914246
1541177311.5440786,126,0.4738152325153351
1541177329.150453,127,0.47233065962791443
1541177346.4280965,128,0.4734709560871124
1541177364.4303255,129,0.47217801213264465
1541177381.8969407,130,0.4680347144603729
1541177399.1697395,131,0.4672328233718872
1541177417.2429292,132,0.46911174058914185
1541177434.623809,133,0.47159644961357117
1541177451.8962011,134,0.47244569659233093
1541177469.2645602,135,0.46540313959121704
