Wall time,Step,Value
1541175050.7645485,0,0.422861248254776
1541175068.6363206,1,0.5793014764785767
1541175086.5144253,2,0.6433835029602051
1541175106.010811,3,0.6773470044136047
1541175126.6512918,4,0.703240156173706
1541175144.510237,5,0.7212031483650208
1541175163.6146026,6,0.736242413520813
1541175181.3183177,7,0.7449135184288025
1541175200.8746977,8,0.7559075355529785
1541175218.2561555,9,0.7650192379951477
1541175236.1090515,10,0.7704461812973022
1541175253.486621,11,0.7763136625289917
1541175270.8849823,12,0.7823814749717712
1541175288.5317087,13,0.782261312007904
1541175305.8502262,14,0.7912127375602722
1541175323.137343,15,0.7913128733634949
1541175340.3391116,16,0.7968599796295166
1541175357.5565295,17,0.8005847334861755
1541175374.7825713,18,0.8011655211448669
1541175392.0510082,19,0.8056913018226624
1541175412.0886977,20,0.8041693568229675
1541175430.281416,21,0.8091356754302979
1541175451.7690158,22,0.8131608366966248
1541175473.5272,23,0.8135413527488708
1541175494.6455953,24,0.8151634335517883
1541175513.720963,25,0.8132008910179138
1541175536.0383875,26,0.8173662424087524
1541175556.096677,27,0.8180270791053772
1541175573.8348792,28,0.8193086981773376
1541175594.0978665,29,0.8207705616950989
1541175612.1644013,30,0.8189682960510254
1541175632.3179471,31,0.8219521045684814
1541175651.7273436,32,0.8201698064804077
1541175669.3108013,33,0.824915885925293
1541175689.3160355,34,0.8229734301567078
1541175706.826477,35,0.8250560760498047
1541175724.533537,36,0.826858401298523
1541175744.4079401,37,0.8264578580856323
1541175762.0761514,38,0.8298221826553345
1541175782.7485094,39,0.8283402919769287
1541175806.0173361,40,0.8285805583000183
1541175823.5713465,41,0.8292614817619324
1541175841.1339424,42,0.8304429650306702
1541175859.2714067,43,0.8286451697349548
1541175876.8097694,44,0.832484781742096
1541175898.527339,45,0.831444263458252
1541175915.965518,46,0.8356696367263794
1541175933.7219954,47,0.833126425743103
1541175953.5417144,48,0.8329061269760132
1541175970.8776996,49,0.83326655626297
1541175988.188966,50,0.8351289629936218
1541176005.4724586,51,0.8342878818511963
1541176024.6937325,52,0.8357497453689575
1541176042.193327,53,0.8363105058670044
1541176059.6237853,54,0.8368712067604065
1541176077.0817137,55,0.8364706635475159
1541176094.4069402,56,0.8376880884170532
1541176112.0448794,57,0.836413562297821
1541176129.3266745,58,0.8374118804931641
1541176146.6386673,59,0.83867347240448
1541176163.9026365,60,0.8385934233665466
1541176181.2044594,61,0.838493287563324
1541176198.5100129,62,0.8424783945083618
1541176215.9416394,63,0.8389538526535034
1541176233.7243476,64,0.8412567973136902
1541176251.0584471,65,0.8408763408660889
1541176268.3791914,66,0.8413892388343811
1541176286.1518974,67,0.8398813605308533
1541176303.8259513,68,0.8414492607116699
1541176321.118388,69,0.8423668742179871
1541176338.4653761,70,0.8415171504020691
1541176355.7074113,71,0.8439602851867676
1541176372.951951,72,0.8421579599380493
1541176390.31828,73,0.8421179056167603
1541176407.7829108,74,0.8435699343681335
1541176425.113663,75,0.8447522521018982
1541176442.46521,76,0.8427587151527405
1541176459.8192322,77,0.8431592583656311
1541176477.2900586,78,0.8440003395080566
1541176494.6732147,79,0.8447012305259705
1541176511.9668071,80,0.8454021215438843
1541176529.330519,81,0.8445009589195251
1541176546.669253,82,0.8439202308654785
1541176563.9627423,83,0.8462632298469543
1541176581.7524145,84,0.8466236591339111
1541176599.0706954,85,0.8471043109893799
1541176616.3913784,86,0.8475047945976257
1541176633.747764,87,0.8452705144882202
1541176651.0727603,88,0.8463157415390015
1541176668.2998292,89,0.8477250933647156
1541176685.545475,90,0.8478652834892273
1541176702.8664687,91,0.8485060930252075
1541176720.289235,92,0.8496274948120117
1541176737.5483153,93,0.848526120185852
1541176754.8649948,94,0.8475047945976257
1541176772.0810657,95,0.847364604473114
1541176789.379966,96,0.8505687117576599
1541176806.8076136,97,0.8475248217582703
1541176824.1474216,98,0.8509692549705505
1541176841.4841583,99,0.8461030125617981
1541176858.8588662,100,0.8626642227172852
1541176876.163118,101,0.8667694926261902
1541176893.5483804,102,0.8653275966644287
1541176910.8930378,103,0.8699735403060913
1541176928.16271,104,0.8704742193222046
1541176945.9486122,105,0.8699183464050293
1541176963.273541,106,0.8709709644317627
1541176980.7718081,107,0.8716557025909424
1541176998.0590448,108,0.873357892036438
1541177015.5118425,109,0.8714554905891418
1541177032.902764,110,0.8727170825004578
1541177050.3402584,111,0.8748197555541992
1541177067.6784124,112,0.8729193210601807
1541177085.1444235,113,0.87331622838974
1541177102.5170593,114,0.8752002716064453
1541177120.4974616,115,0.8744192719459534
1541177138.0156085,116,0.8762215375900269
1541177155.3755941,117,0.8737584352493286
1541177172.6868103,118,0.8756408095359802
1541177190.2249634,119,0.8756808638572693
1541177207.6380985,120,0.8759011626243591
1541177224.917736,121,0.8757609724998474
1541177242.2012832,122,0.872576892375946
1541177259.528964,123,0.8755001425743103
1541177276.8287134,124,0.8764632940292358
1541177294.1456542,125,0.8742197751998901
1541177311.5441139,126,0.8760022521018982
1541177329.150492,127,0.8764218091964722
1541177346.4281335,128,0.8767622709274292
1541177364.4303615,129,0.8752202987670898
1541177381.8969803,130,0.8781239986419678
1541177399.1697729,131,0.8781039714813232
1541177417.2429638,132,0.8762415647506714
1541177434.623847,133,0.8758010268211365
1541177451.8962398,134,0.875520646572113
1541177469.2646077,135,0.8796259164810181
1541177486.6508143,136,0.8779637813568115
1541177503.956176,137,0.8773229718208313
1541177521.3478827,138,0.8804417252540588
1541177538.6934094,139,0.8775056004524231
1541177556.1888082,140,0.8779237270355225
1541177573.5164726,141,0.8787047266960144
1541177590.8632748,142,0.8789250254631042
1541177608.30152,143,0.8778035640716553
1541177625.6650755,144,0.8775632977485657
1541177643.0363548,145,0.8785244822502136
1541177660.4098642,146,0.8784043788909912
1541177677.7944643,147,0.8772428631782532
1541177695.1475484,148,0.8796659708023071
1541177712.465023,149,0.8781440258026123
1541177729.7541637,150,0.8779237270355225
1541177747.366662,151,0.8780009746551514
1541177764.8223832,152,0.8786481618881226
1541177782.237712,153,0.880707323551178
1541177799.551036,154,0.8806272149085999
1541177816.9353988,155,0.8776208162307739
1541177834.2404196,156,0.8806672692298889
1541177851.5843642,157,0.8783875703811646
1541177868.986584,158,0.8794456720352173
1541177886.8041086,159,0.8804617524147034
1541177904.003448,160,0.8795101046562195
1541177921.978026,161,0.8777034878730774
1541177939.2658412,162,0.8817221522331238
1541177956.4571984,163,0.8805123567581177
1541177973.8256264,164,0.8796014785766602
1541177991.1266627,165,0.8807929754257202
1541178008.4833908,166,0.8796414732933044
1541178025.830781,167,0.8813943266868591
1541178043.2449129,168,0.8806418180465698
1541178060.7386012,169,0.8829377889633179
1541178078.1370494,170,0.8816685080528259
1541178095.4816277,171,0.882008969783783
1541178112.8907046,172,0.8802667260169983
1541178130.353457,173,0.8794814348220825
1541178147.9343512,174,0.8805123567581177
1541178165.3007298,175,0.8800264596939087
1541178182.7299688,176,0.8821423053741455
1541178200.2434647,177,0.8811078071594238
1541178217.5092854,178,0.8811938762664795
1541178235.1942024,179,0.8824294805526733
1541178252.536107,180,0.8797014951705933
1541178269.7837546,181,0.8819155097007751
1541178287.0783815,182,0.8807818293571472
1541178304.3746736,183,0.8798708915710449
1541178321.8791552,184,0.8835909962654114
1541178339.8387573,185,0.8812820315361023
1541178357.046575,186,0.8804121017456055
1541178374.5090966,187,0.8820289969444275
1541178391.8160777,188,0.8807273507118225
1541178409.1225893,189,0.8839914798736572
1541178426.5023751,190,0.8816021084785461
1541178443.8093596,191,0.8812940716743469
1541178461.1416178,192,0.881748616695404
1541178478.3807547,193,0.8809075355529785
1541178495.7464495,194,0.8805871605873108
1541178513.506046,195,0.882382333278656
1541178530.7801976,196,0.8807128071784973
1541178548.0650544,197,0.8805270791053772
1541178565.32072,198,0.8824423551559448
1541178582.6177924,199,0.8824767470359802
1541178600.096232,200,0.8904197216033936
1541178617.4520411,201,0.8960667252540588
1541178634.908961,202,0.8933811783790588
1541178652.1748383,203,0.8973686099052429
1541178670.466857,204,0.8953059911727905
1541178687.947694,205,0.8963072896003723
1541178705.30672,206,0.896447479724884
1541178723.1658278,207,0.8973285555839539
1541178740.583541,208,0.8985501527786255
1541178757.8856475,209,0.897408664226532
1541178775.3501608,210,0.89857017993927
1541178792.78982,211,0.8968679904937744
1541178810.143806,212,0.8963668346405029
1541178827.9133804,213,0.8958467245101929
1541178845.4374776,214,0.9005927443504333
1541178862.751585,215,0.9011134505271912
1541178880.111282,216,0.8992710709571838
1541178897.4612668,217,0.9014084339141846
1541178914.935627,218,0.8980115652084351
1541178932.2561352,219,0.8979293704032898
1541178949.7035072,220,0.8984875082969666
1541178967.363798,221,0.9001522064208984
1541178984.7485206,222,0.8998556733131409
1541179002.293095,223,0.9001321792602539
1541179019.6042166,224,0.8966877460479736
1541179037.0778072,225,0.9002723693847656
1541179054.593208,226,0.8986876010894775
1541179072.070578,227,0.8981496095657349
1541179089.8941965,228,0.9007129073143005
1541179107.6301916,229,0.8993111252784729
1541179124.8631043,230,0.899174153804779
1541179142.2690618,231,0.9007882475852966
1541179159.506308,232,0.8997554779052734
1541179177.116687,233,0.9004124999046326
1541179194.519921,234,0.9019144773483276
1541179211.917618,235,0.9015339612960815
1541179229.2080317,236,0.9021947979927063
1541179246.8500302,237,0.9010533690452576
1541179264.524109,238,0.9012084007263184
1541179282.162687,239,0.9013737440109253
1541179299.5961344,240,0.8993746042251587
1541179317.073706,241,0.9005481600761414
1541179334.452179,242,0.8980315923690796
1541179352.1041226,243,0.901854395866394
1541179369.465933,244,0.901473879814148
1541179386.7996304,245,0.8995278477668762
1541179404.262968,246,0.9032633304595947
1541179421.907237,247,0.9009732604026794
1541179439.4996395,248,0.9027554988861084
1541179456.7056358,249,0.900993287563324
